Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Uganda,UGA,75,75,63.4,..,60.1,..,..,..,..,53.6,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Vietnam,VNM,60.5,48.8,38.3,..,35.2,..,..,..,..,27.2,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,"Yemen, Rep.",YEM,..,..,76.8,..,..,..,..,..,..,60.8,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Zambia,ZMB,57,57.2,57.3,..,57.3,..,..,..,..,54,..,..
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,Zimbabwe,ZWE,4,3.3,21,..,24.1,..,..,..,..,25.1,..,..
Income share held by second 20%,SI.DST.02ND.20,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Albania,ALB,..,..,..,13.07,..,..,..,13.17,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Angola,AGO,..,7.84,..,9.62,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Argentina,ARG,..,7.58,8.51,8.83,9.18,9.3,9.54,9.75,9.8,9.64,..,..
Income share held by second 20%,SI.DST.02ND.20,Armenia,ARM,..,..,13.15,12.76,13.11,12.79,12.83,12.89,12.63,12.66,..,..
Income share held by second 20%,SI.DST.02ND.20,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Australia,AUS,..,..,..,11.61,..,11.83,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Austria,AUT,..,..,13.15,13.3,13.03,13.21,13.07,13.29,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Azerbaijan,AZE,..,..,..,12.63,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bangladesh,BGD,..,12.11,..,..,..,12.46,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Belarus,BLR,..,12.87,13.22,13.63,13.83,13.42,13.87,14,14.05,13.98,..,..
Income share held by second 20%,SI.DST.02ND.20,Belgium,BEL,..,..,13.66,13.92,13.94,13.95,13.98,14.16,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Benin,BEN,..,..,..,..,..,..,9.63,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bhutan,BTN,..,..,10.79,..,..,..,..,10.78,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bolivia,BOL,9.67,4.9,6.66,7.95,8.51,..,9.17,8.96,8.67,8.7,..,..
Income share held by second 20%,SI.DST.02ND.20,Bosnia and Herzegovina,BIH,..,..,12.23,..,..,..,12.06,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Botswana,BWA,..,..,..,..,5.69,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Brazil,BRA,5.46,..,6.89,7.13,7.28,..,7.53,7.65,7.62,7.9,..,..
Income share held by second 20%,SI.DST.02ND.20,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bulgaria,BGR,..,..,13.85,12.63,12.53,12.1,12.72,12.2,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Burkina Faso,BFA,..,..,..,..,10.69,..,..,..,..,11.69,..,..
Income share held by second 20%,SI.DST.02ND.20,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cabo Verde,CPV,..,..,8.74,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cambodia,KHM,..,..,10.29,11.78,11.81,12.25,12.67,12.66,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cameroon,CMR,..,..,9.49,..,..,..,..,..,..,8.49,..,..
Income share held by second 20%,SI.DST.02ND.20,Canada,CAN,..,12.5,12.31,..,..,12.39,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Central African Republic,CAF,..,..,..,6.99,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Chad,TCD,..,..,..,..,..,..,9.71,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Chile,CHL,6.56,7,..,..,7.95,..,8.2,..,8.29,..,..,..
Income share held by second 20%,SI.DST.02ND.20,China,CHN,..,..,..,9.5,..,..,..,9.76,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Colombia,COL,..,6.74,..,6.73,6.78,6.9,7.21,7.29,7.29,7.38,..,..
Income share held by second 20%,SI.DST.02ND.20,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,9.98,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Congo, Rep.",COG,..,..,..,..,..,..,8.22,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Costa Rica,CRI,9.5,8.86,8.4,8.4,7.94,8.57,8.31,8.37,8.21,8.31,..,..
Income share held by second 20%,SI.DST.02ND.20,Cote d'Ivoire,CIV,..,..,..,9.83,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Croatia,HRV,..,12.67,..,12.36,12.37,13.77,12.73,12.72,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cyprus,CYP,..,..,12.61,12.54,12.49,12.77,12.47,12.11,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Czech Republic,CZE,..,..,14.61,14.59,14.59,14.49,14.59,14.52,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Denmark,DNK,..,..,14.41,14.89,14.52,14.27,14.15,14.03,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Djibouti,DJI,..,..,..,..,..,..,..,9.77,9.68,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Dominican Republic,DOM,..,7.61,8.45,8.36,8.41,8.55,8.68,9.17,8.82,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ecuador,ECU,..,6.95,7.37,8.13,8.48,8.42,9.06,9.01,8.8,9.39,..,..
Income share held by second 20%,SI.DST.02ND.20,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,El Salvador,SLV,..,7.84,9.41,8.96,9.21,9.44,10,10.17,9.82,10.09,..,..
Income share held by second 20%,SI.DST.02ND.20,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Estonia,EST,..,11.66,13.01,12.97,13.25,13.25,13.04,12.86,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ethiopia,ETH,..,..,..,..,..,12.61,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Fiji,FJI,..,..,..,10.13,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Finland,FIN,..,..,13.67,13.81,13.88,13.81,13.9,13.97,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,France,FRA,..,..,12.7,12.57,..,12.4,12.5,12.62,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Georgia,GEO,..,10.61,10.57,10.44,10.3,9.94,10.25,10.22,10.52,10.49,..,..
Income share held by second 20%,SI.DST.02ND.20,Germany,DEU,..,..,12.8,12.86,12.91,12.95,13.12,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Greece,GRC,..,..,12.29,12.48,12.48,12.25,12.11,11.67,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Guatemala,GTM,..,7.23,..,..,..,..,7.77,..,..,8.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Guinea,GIN,..,..,10.7,..,..,..,..,12.18,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Guinea-Bissau,GNB,..,..,..,..,..,8.3,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Haiti,HTI,..,..,..,..,..,..,..,5.49,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Honduras,HND,6.25,..,6.59,6.76,7.54,7.13,6.54,6.52,7.2,7.73,..,..
Income share held by second 20%,SI.DST.02ND.20,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Hungary,HUN,..,13.89,13.83,13.95,14.08,13.4,13.8,13.35,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Iceland,ISL,..,..,13.56,12.95,13.76,14.42,14.12,14.21,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,India,IND,..,..,..,..,..,..,11.87,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Indonesia,IDN,..,..,..,..,..,..,..,..,10.41,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Iran, Islamic Rep.",IRN,9.56,..,..,..,9.79,..,..,..,11.07,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ireland,IRL,..,..,12.77,13,12.64,12.72,12.78,12.65,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Israel,ISR,..,..,9.96,..,..,9.62,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Italy,ITA,..,..,12.58,12.39,12.53,12.52,12.41,12.28,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Jamaica,JAM,10.16,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Japan,JPN,..,..,..,12.88,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kazakhstan,KAZ,..,..,13.45,13.26,13.34,13.36,13.57,13.5,13.82,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kosovo,XKX,..,..,..,..,12.66,12.14,13.74,13.34,14.2,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kyrgyz Republic,KGZ,..,12.71,12.04,12.62,12.99,13.26,13.52,13.91,13.3,13.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Lao PDR,LAO,..,..,11.51,..,..,..,..,11.13,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Latvia,LVA,..,..,11.53,11.33,11.86,12.26,12.12,12.19,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Lesotho,LSO,..,..,..,..,..,6.79,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Liberia,LBR,..,..,11.77,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Lithuania,LTU,..,12.7,12.48,12.19,11.75,12.45,12.78,12.24,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Luxembourg,LUX,..,..,12.88,12.62,12.71,12.92,12.38,11.81,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Macedonia, FYR",MKD,..,12.22,..,9.52,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Madagascar,MDG,..,..,..,..,..,10.66,..,10.03,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Malawi,MWI,..,..,..,..,..,9.19,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Malaysia,MYS,..,..,8.76,..,8.64,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Maldives,MDV,..,..,..,..,11.02,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mali,MLI,..,..,..,..,12.08,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mauritania,MRT,..,10.59,..,11.28,..,..,..,..,..,12.42,..,..
Income share held by second 20%,SI.DST.02ND.20,Mauritius,MUS,..,..,..,..,..,..,..,11.75,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mexico,MEX,..,7.92,..,8.79,..,8.67,..,8.84,..,8.83,..,..
Income share held by second 20%,SI.DST.02ND.20,"Micronesia, Fed. Sts.",FSM,..,4.62,..,..,..,..,..,..,9.98,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Moldova,MDA,..,11.52,11.89,11.98,12.21,12.51,12.92,13.22,13.37,13.73,..,..
Income share held by second 20%,SI.DST.02ND.20,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mongolia,MNG,..,..,11.37,..,..,12.14,11.96,11.95,..,12.58,..,..
Income share held by second 20%,SI.DST.02ND.20,Montenegro,MNE,..,..,12.54,13.04,12.98,13.14,13.08,12.38,12.58,12.29,..,..
Income share held by second 20%,SI.DST.02ND.20,Morocco,MAR,10.45,10.27,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mozambique,MOZ,..,..,..,9.47,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Namibia,NAM,..,..,..,..,5.73,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Nepal,NPL,..,..,..,..,..,12.12,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Netherlands,NLD,..,..,13.44,13.58,13.79,13.87,13.87,13.93,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Nicaragua,NIC,..,..,..,..,9.26,..,..,..,..,9.04,..,..
Income share held by second 20%,SI.DST.02ND.20,Niger,NER,..,..,11.38,..,..,..,12.67,..,..,11.89,..,..
Income share held by second 20%,SI.DST.02ND.20,Nigeria,NGA,..,..,..,..,9.71,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Norway,NOR,..,..,14.15,14.2,14.39,14.48,14.44,14.43,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Pakistan,PAK,12.26,..,12.62,..,..,13.14,12.84,..,12.88,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Panama,PAN,..,6.34,7.22,7.47,7.57,7.75,7.73,7.76,7.66,8.04,..,..
Income share held by second 20%,SI.DST.02ND.20,Papua New Guinea,PNG,..,..,..,..,9.53,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Paraguay,PRY,10.26,..,7.93,7.99,8.26,7.95,7.61,8.66,8.53,8.07,..,..
Income share held by second 20%,SI.DST.02ND.20,Peru,PER,..,7.78,7.62,8.31,8.46,8.97,9.14,9.3,9.35,9.51,..,..
Income share held by second 20%,SI.DST.02ND.20,Philippines,PHL,..,8.79,..,..,9.5,..,..,9.45,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Poland,POL,..,12.31,12.13,12.1,12.12,12.47,12.31,12.41,12.37,12.47,..,..
Income share held by second 20%,SI.DST.02ND.20,Portugal,PRT,..,..,11.59,11.67,12.02,11.79,11.87,12.12,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Romania,ROU,..,13.33,11.38,11.61,11.89,11.93,11.84,12.1,13.71,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Russian Federation,RUS,..,11.11,9.89,10.14,10.59,10.19,10.22,10.08,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Rwanda,RWA,..,8.87,..,..,..,8.27,..,..,8.44,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Samoa,WSM,..,..,..,9.79,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sao Tome and Principe,STP,..,12.3,..,..,..,12.74,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Senegal,SEN,..,..,..,..,..,..,10.35,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Serbia,SRB,..,..,13.35,13.57,13.44,13.26,..,..,13.35,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Seychelles,SYC,..,..,..,..,..,..,..,..,9.78,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sierra Leone,SLE,..,..,..,..,..,..,11.94,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Slovak Republic,SVK,..,..,15.15,14.7,14.09,14.46,14.48,14.64,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Slovenia,SVN,..,..,14.73,14.88,14.59,14.65,14.7,14.58,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
